name,address,price,psf,description,bedroom,bathroom,carpark
"Paraiso Residence @ The Earth, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,400",(RM 1.96 per sq. ft.),"Serviced Residence | Corner lot  •  Built-up : 1,226 sq. ft.  •  Partly furnished",3+1,2,2
"Concerto North Kiara, Dutamas","Dutamas, Kuala Lumpur","RM 4,500",(RM 2.28 per sq. ft.),"Condominium  •  Built-up : 1,974 sq. ft.  •  Fully furnished",3+1,4,2
"Concerto North Kiara, Dutamas","Dutamas, Kuala Lumpur","RM 4,500",(RM 2.28 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,974 sq. ft.  •  Fully furnished",3+1,4,2
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,600",(RM 2.49 per sq. ft.),"Serviced Residence  •  Built-up : 1,044 sq. ft.  •  Partly furnished",3,2,2
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,100",(RM 2.2 per sq. ft.),Serviced Residence  •  Built-up : 953 sq. ft.  •  Fully furnished,2,2,1
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,400",(RM 2.52 per sq. ft.),Serviced Residence  •  Built-up : 953 sq. ft.  •  Fully furnished,2,3,1
"Verdana, Dutamas","Dutamas, Kuala Lumpur","RM 3,000",(RM 2.07 per sq. ft.),"Condominium  •  Built-up : 1,451 sq. ft.  •  Fully furnished",3,3,2
"Residensi 22, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 8,000",(RM 4.26 per sq. ft.),"Condominium  •  Built-up : 1,878 sq. ft.  •  Fully furnished",3+1,4,1
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,500",(RM 2.36 per sq. ft.),"Serviced Residence  •  Built-up : 1,061 sq. ft.  •  Partly furnished",3,2,2
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","RM 2,500",(RM 3.57 per sq. ft.),Condominium  •  Built-up : 700 sq. ft.  •  Fully furnished,2,1,1
"LakePark Residence @ KL North, Pusat Bandar Utara, Batu Caves","Batu Caves, Kuala Lumpur","RM 1,400",(RM 1.44 per sq. ft.),Serviced Residence  •  Built-up : 975 sq. ft.  •  Partly furnished,3,2,2
"Arcoris Residences, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 20,000",(RM 4.35 per sq. ft.),"Serviced Residence | Penthouse  •  Built-up : 4,600 sq. ft.  •  Partly furnished",2,5,3
"Midfields 2, Taman Sungai Besi, Sungai Besi","Sungai Besi, Kuala Lumpur","RM 1,450",(RM 1.39 per sq. ft.),"Condominium  •  Built-up : 1,044 sq. ft.  •  Partly furnished",3,2,2
"Setia SKY Residences, KLCC","KLCC, Kuala Lumpur","RM 2,850",(RM 2.88 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 990 sq. ft.  •  Fully furnished,1,2,1
"Parkhill Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 1,150",(RM 1.05 per sq. ft.),"Condominium  •  Built-up : 1,100 sq. ft.",1,1,
"Arcoris Residences, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 4,500",(RM 4.69 per sq. ft.),Serviced Residence | Intermediate  •  Built-up : 960 sq. ft.  •  Fully furnished,2,2,1
"Service Suites @ Pavilion Embassy, Kampung Datuk Keramat, Keramat","Keramat, Kuala Lumpur","RM 3,600",(RM 4.65 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 775 sq. ft.  •  Fully furnished,2,1,1
"Service Suites @ Pavilion Embassy, Kampung Datuk Keramat, Keramat","Keramat, Kuala Lumpur","RM 4,100",(RM 3.73 per sq. ft.),"Serviced Residence | Corner lot  •  Built-up : 1,098 sq. ft.  •  Fully furnished",2,2,2
"Service Suites @ Pavilion Embassy, Kampung Datuk Keramat, Keramat","Keramat, Kuala Lumpur","RM 4,600",(RM 3.8 per sq. ft.),"Serviced Residence | Corner lot  •  Built-up : 1,211 sq. ft.",3,2,2
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 9,000",(RM 4.14 per sq. ft.),"Condominium  •  Built-up : 2,174 sq. ft.  •  Fully furnished",4+1,5,3
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 3,900",(RM 2.43 per sq. ft.),"Condominium  •  Built-up : 1,603 sq. ft.  •  Fully furnished",3+1,4,2
"Solaris Dutamas, Solaris Dutamas, Dutamas","Dutamas, Kuala Lumpur","RM 3,500",(RM 2.83 per sq. ft.),"Serviced Residence | Corner lot  •  Built-up : 1,236 sq. ft.",2,2,1
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","RM 4,300",(RM 3.57 per sq. ft.),"Condominium  •  Built-up : 1,204 sq. ft.",4,3,1
"Lucentia Residences, Bukit Bintang","Bukit Bintang, Kuala Lumpur","RM 3,500",(RM 6.32 per sq. ft.),Serviced Residence | Intermediate  •  Built-up : 554 sq. ft.  •  Fully furnished,1,1,1
"The Saffron, Sentul","Sentul, Kuala Lumpur","RM 1,800",(RM 1.66 per sq. ft.),"Condominium  •  Built-up : 1,085 sq. ft.  •  Fully furnished",3,2,1
"The Westside One, Desa ParkCity","Desa ParkCity, Kuala Lumpur","RM 3,000",(RM 2.18 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,378 sq. ft.  •  Partly furnished",2+1,3,2
"Lucentia Residences, Bukit Bintang","Bukit Bintang, Kuala Lumpur","RM 5,000",(RM 5.82 per sq. ft.),Serviced Residence | Intermediate  •  Built-up : 859 sq. ft.  •  Fully furnished,2,2,2
"Platinum Lake PV 21, Setapak","Setapak, Kuala Lumpur","RM 1,100",(RM 1.22 per sq. ft.),Serviced Residence  •  Built-up : 900 sq. ft.  •  Unfurnished,2,2,1
"Pavilion Hilltop, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 4,500",(RM 3.75 per sq. ft.),"Condominium  •  Built-up : 1,200 sq. ft.  •  Fully furnished",3,2,2
"Pavilion Hilltop, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 8,000",(RM 4.37 per sq. ft.),"Condominium  •  Built-up : 1,830 sq. ft.  •  Fully furnished",4+1,4,2
"Savio @ Riana Dutamas, Dutamas","Dutamas, Kuala Lumpur","RM 2,250",(RM 2.81 per sq. ft.),Serviced Residence  •  Built-up : 800 sq. ft.,2,2,1
"Sky Awani Residensi 3, Kampung Baru Air Panas, Setapak","Setapak, Kuala Lumpur","RM 1,450",(RM 1.81 per sq. ft.),Condominium  •  Built-up : 800 sq. ft.  •  Partly furnished,3,2,2
"M Vertica, Taman Maluri, Cheras","Cheras, Kuala Lumpur","RM 1,600",(RM 1.88 per sq. ft.),Condominium | Intermediate  •  Built-up : 850 sq. ft.  •  Partly furnished,3,2,2
"The Pines, Brickfields","Brickfields, Kuala Lumpur","RM 2,600",(RM 2.36 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,100 sq. ft.  •  Fully furnished",2+1,2,1
"Lexa Residence @ The Quartz WM, Wangsa Maju","Wangsa Maju, Kuala Lumpur","RM 2,200",(RM 2.69 per sq. ft.),Serviced Residence  •  Built-up : 819 sq. ft.  •  Fully furnished,3+1,2,2
"KL Traders Square, Setapak","Setapak, Kuala Lumpur","RM 1,600",(RM 1.7 per sq. ft.),Serviced Residence  •  Built-up : 940 sq. ft.  •  Partly furnished,4,2,1
"Mont Kiara Meridin, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 4,500",(RM 2.31 per sq. ft.),"Condominium  •  Built-up : 1,950 sq. ft.  •  Fully furnished",4+1,4,2
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 4,100",(RM 3.37 per sq. ft.),"Condominium  •  Built-up : 1,215 sq. ft.  •  Fully furnished",3,3,2
"Unio Residence, Kepong","Kepong, Kuala Lumpur","RM 1,700",(RM 1.96 per sq. ft.),Condominium  •  Built-up : 866 sq. ft.,2,2,1
"WANGSA 9 RESIDENCY, Wangsa Maju","Wangsa Maju, Kuala Lumpur","RM 2,300",(RM 2.23 per sq. ft.),"Condominium  •  Built-up : 1,033 sq. ft.",2,2,2
"City Gardens, Bukit Bintang","Bukit Bintang, Kuala Lumpur","RM 2,800",(RM 2.33 per sq. ft.),"Condominium  •  Built-up : 1,200 sq. ft.  •  Fully furnished",3,2,1
"Twy Duplex Condos, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 2,400",(RM 2.92 per sq. ft.),Condominium  •  Built-up : 821 sq. ft.  •  Fully furnished,2,1,1
"Kiaramas Ayuria, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 5,500",(RM 2.75 per sq. ft.),"Condominium | Corner lot  •  Built-up : 2,002 sq. ft.  •  Fully furnished",3+1,4,2
"Colony by Infinitum, Kampung Baru, KL City","KL City, Kuala Lumpur","RM 3,500",(RM 4.4 per sq. ft.),Condominium  •  Built-up : 795 sq. ft.  •  Fully furnished,2,2,1
"M Vertica, Taman Maluri, Cheras","Cheras, Kuala Lumpur","RM 2,400",(RM 2.4 per sq. ft.),"Condominium  •  Built-up : 1,000 sq. ft.  •  Fully furnished",4,2,2
"M Vertica, Taman Maluri, Cheras","Cheras, Kuala Lumpur","RM 1,600",(RM 1.88 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.  •  Partly furnished,3,2,2
"Sentul Point, Sentul","Sentul, Kuala Lumpur","RM 1,400",(RM 1.6 per sq. ft.),Serviced Residence  •  Built-up : 875 sq. ft.  •  Partly furnished,3,2,1
"Rica Residence, Sentul","Sentul, Kuala Lumpur","RM 1,900",(RM 1.92 per sq. ft.),Serviced Residence  •  Built-up : 990 sq. ft.,2,2,2
"The Havre Bukit Jalil, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,300",(RM 2.25 per sq. ft.),"Condominium  •  Built-up : 1,023 sq. ft.",3,2,2
"Casa Green, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 1,200",(RM 1.45 per sq. ft.),Condominium  •  Built-up : 825 sq. ft.,3,2,1
"Bennington Residences @ SkyArena, Setapak","Setapak, Kuala Lumpur","RM 1,900",(RM 1.46 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,300 sq. ft.  •  Partly furnished",4,2,2
"Skyluxe On The Park Bukit Jalil, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,600",(RM 2.09 per sq. ft.),"Serviced Residence  •  Built-up : 1,244 sq. ft.  •  Partly furnished",3+1,2,2
"Paraiso Residence @ The Earth, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 1,700",(RM 1.77 per sq. ft.),Serviced Residence  •  Built-up : 960 sq. ft.  •  Partly furnished,3,2,2
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","RM 1,700",(RM 5.67 per sq. ft.),Condominium  •  Built-up : 300 sq. ft.,Studio,1,1
"Star Residences Two, KLCC","KLCC, Kuala Lumpur","RM 5,100",(RM 5.38 per sq. ft.),Serviced Residence  •  Built-up : 948 sq. ft.  •  Fully furnished,2,2,1
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 5,500",(RM 2.54 per sq. ft.),"Condominium  •  Built-up : 2,163 sq. ft.  •  Partly furnished",4+1,5,3
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 5,800",(RM 3.62 per sq. ft.),"Condominium  •  Built-up : 1,603 sq. ft.  •  Partly furnished",3+1,4,2
"The Nest @ Jln Klang Lama, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 1,500",(RM 1.66 per sq. ft.),Serviced Residence  •  Built-up : 903 sq. ft.  •  Partly furnished,3,2,2
"Sky Meridien, Bandar Baru Sentul, Sentul","Sentul, Kuala Lumpur","RM 1,600",(RM 2.02 per sq. ft.),Serviced Residence  •  Built-up : 794 sq. ft.  •  Partly furnished,2,2,2
"Sky Meridien, Bandar Baru Sentul, Sentul","Sentul, Kuala Lumpur","RM 1,600",(RM 2.02 per sq. ft.),Serviced Residence  •  Built-up : 794 sq. ft.  •  Partly furnished,2,2,2
"Sky Meridien, Bandar Baru Sentul, Sentul","Sentul, Kuala Lumpur","RM 2,200",(RM 1.69 per sq. ft.),"Serviced Residence  •  Built-up : 1,300 sq. ft.  •  Partly furnished",3+1,2,3
"Skyluxe On The Park Bukit Jalil, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 1,700",(RM 2.34 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 727 sq. ft.  •  Partly furnished,2,1,1
"The Rainz, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 4,500",(RM 2.54 per sq. ft.),"Condominium  •  Built-up : 1,772 sq. ft.",4,4,4
"Sky Awani Residensi 3, Kampung Baru Air Panas, Setapak","Setapak, Kuala Lumpur","RM 1,300",(RM 1.63 per sq. ft.),Condominium  •  Built-up : 800 sq. ft.,3,2,1
"Sky Meridien, Bandar Baru Sentul, Sentul","Sentul, Kuala Lumpur","RM 2,300",(RM 1.92 per sq. ft.),"Serviced Residence  •  Built-up : 1,200 sq. ft.  •  Partly furnished",4,2,2
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","RM 4,000",(RM 3.32 per sq. ft.),"Condominium  •  Built-up : 1,206 sq. ft.",4,3,1
"The Pearl KLCC, KL, KLCC","KLCC, Kuala Lumpur","RM 9,000",(RM 2.27 per sq. ft.),"Condominium  •  Built-up : 3,973 sq. ft.  •  Partly furnished",4+1,4,3
"The Pearl KLCC, KL, KLCC","KLCC, Kuala Lumpur","RM 9,000",(RM 2.27 per sq. ft.),"Condominium  •  Built-up : 3,973 sq. ft.  •  Partly furnished",4+1,4,3
"SAFA Terraces, Desa ParkCity","Desa ParkCity, Kuala Lumpur","RM 8,000",(RM 2.67 per sq. ft.),"2-sty Terrace/Link House | Corner lot  •  Built-up : 3,000 sq. ft.  •  Partly furnished",4+1,3,
"The Troika, KLCC","KLCC, Kuala Lumpur","RM 6,500",(RM 2.76 per sq. ft.),"Condominium  •  Built-up : 2,356 sq. ft.  •  Partly furnished",3+1,4,2
"The Troika, KLCC","KLCC, Kuala Lumpur","RM 7,500",(RM 3.5 per sq. ft.),"Condominium  •  Built-up : 2,142 sq. ft.  •  Fully furnished",3+1,4,2
"Suria Stonor, KLCC","KLCC, Kuala Lumpur","RM 13,500",(RM 2.48 per sq. ft.),"Serviced Residence  •  Built-up : 5,442 sq. ft.  •  Partly furnished",5+1,6,4
"The Park 2, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 4,000",(RM 4.29 per sq. ft.),Serviced Residence  •  Built-up : 933 sq. ft.  •  Fully furnished,3,2,1
"United Point, Segambut","Segambut, Kuala Lumpur","RM 2,900",(RM 3.03 per sq. ft.),Serviced Residence | Intermediate  •  Built-up : 958 sq. ft.  •  Fully furnished,3,2,2
"Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,000",(RM 2.3 per sq. ft.),Serviced Residence  •  Built-up : 871 sq. ft.  •  Partly furnished,3,2,2
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 3,300",(RM 3.16 per sq. ft.),"Serviced Residence  •  Built-up : 1,044 sq. ft.  •  Fully furnished",3,2,2
"The Sentral Residences, KL Sentral","KL Sentral, Kuala Lumpur","RM 4,500",(RM 3.22 per sq. ft.),"Serviced Residence  •  Built-up : 1,399 sq. ft.  •  Fully furnished",2,3,1
"Vivo Residential Suites, Jalan Klang Lama, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,600",(RM 1.87 per sq. ft.),"Condominium  •  Built-up : 1,388 sq. ft.  •  Partly furnished",3,3,2
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,500",(RM 2.39 per sq. ft.),"Serviced Residence  •  Built-up : 1,044 sq. ft.  •  Partly furnished",3,2,2
"Pavilion Suites, Bukit Bintang","Bukit Bintang, Kuala Lumpur","RM 6,200",(RM 8.3 per sq. ft.),Condominium  •  Built-up : 747 sq. ft.  •  Fully furnished,1,1,
"Ooak Suites @ Kiara 163, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 5,500",(RM 4.99 per sq. ft.),"Serviced Residence  •  Built-up : 1,103 sq. ft.  •  Fully furnished",2+1,2,2
"Ooak Suites @ Kiara 163, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 3,000",(RM 4.23 per sq. ft.),Serviced Residence  •  Built-up : 710 sq. ft.  •  Fully furnished,1,1,1
"St Mary Residences, KLCC, City Centre","City Centre, Kuala Lumpur","RM 4,000",(RM 3.54 per sq. ft.),"Serviced Residence | Intermediate  •  Built-up : 1,131 sq. ft.  •  Fully furnished",1,2,1
"Duta Tropika, Dutamas, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 10,000",(RM 2.38 per sq. ft.),"3-sty Terrace/Link House  •  Built-up : 4,200 sq. ft.  •  Partly furnished",5,5,2
"Service Suites @ Pavilion Embassy, Kampung Datuk Keramat, Keramat","Keramat, Kuala Lumpur","RM 3,500",(RM 3.19 per sq. ft.),"Serviced Residence  •  Built-up : 1,098 sq. ft.  •  Fully furnished",2,2,2
"The Park 2, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 4,900",(RM 3.12 per sq. ft.),"Serviced Residence | Dual key  •  Built-up : 1,570 sq. ft.  •  Fully furnished",3+1,3,2
"The Fennel, Sentul Selatan, Sentul","Sentul, Kuala Lumpur","RM 2,700",(RM 2.18 per sq. ft.),"Condominium | Intermediate  •  Built-up : 1,237 sq. ft.  •  Fully furnished",3,3,1
"The Sentral Residences, KL Sentral","KL Sentral, Kuala Lumpur","RM 4,500",(RM 2.54 per sq. ft.),"Serviced Residence | Intermediate  •  Built-up : 1,775 sq. ft.  •  Fully furnished",2+1,3,1
"10 Mont Kiara @ MK10, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 12,000",(RM 3.45 per sq. ft.),"Condominium | Corner lot  •  Built-up : 3,478 sq. ft.  •  Fully furnished",4+1,5,3
"Paraiso Residence @ The Earth, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,000",(RM 1.82 per sq. ft.),"Serviced Residence  •  Built-up : 1,101 sq. ft.  •  Partly furnished",3+1,2,2
"The Westside Two, Desa ParkCity","Desa ParkCity, Kuala Lumpur","RM 3,200",(RM 2.3 per sq. ft.),"Condominium  •  Built-up : 1,389 sq. ft.  •  Partly furnished",2+1,2,2
"10 Stonor, KLCC","KLCC, Kuala Lumpur","RM 17,000",(RM 2.9 per sq. ft.),"Condominium  •  Built-up : 5,866 sq. ft.  •  Partly furnished",4,4,2
"NOVUM, Kampung Kerinchi, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","RM 2,500",(RM 3.64 per sq. ft.),Serviced Residence  •  Built-up : 687 sq. ft.  •  Fully furnished,1,1,1
"Sky Meridien, Bandar Baru Sentul, Sentul","Sentul, Kuala Lumpur","RM 1,550",(RM 1.94 per sq. ft.),Serviced Residence  •  Built-up : 800 sq. ft.  •  Partly furnished,2,2,2
"The Panorama, KLCC","KLCC, Kuala Lumpur","RM 6,300",(RM 3.5 per sq. ft.),"Serviced Residence  •  Built-up : 1,800 sq. ft.  •  Fully furnished",3+1,4,2
"The Era, Dutamas","Dutamas, Kuala Lumpur","RM 1,800",(RM 2.79 per sq. ft.),Serviced Residence  •  Built-up : 645 sq. ft.  •  Fully furnished,1+1,1,1
"Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,500",(RM 2.76 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 907 sq. ft.  •  Fully furnished,3,2,2
"Sixceylon, Bukit Bintang","Bukit Bintang, Kuala Lumpur","RM 3,800",(RM 2.45 per sq. ft.),"Condominium | Intermediate  •  Built-up : 1,550 sq. ft.  •  Fully furnished",3,2,2
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 4,500",(RM 3.7 per sq. ft.),"Condominium  •  Built-up : 1,215 sq. ft.  •  Fully furnished",3,2,2
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 3,800",(RM 2.76 per sq. ft.),"Condominium  •  Built-up : 1,377 sq. ft.  •  Partly furnished",3+1,3,2
"Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,000",(RM 2.35 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 851 sq. ft.  •  Partly furnished,3,2,2
"Tivoli Villas, Bangsar","Bangsar, Kuala Lumpur","RM 2,900",(RM 2.42 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,200 sq. ft.  •  Fully furnished",2+1,2,1
"Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,600",(RM 2.99 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 871 sq. ft.,3,2,2
"Avara, Seputeh","Seputeh, Kuala Lumpur","RM 2,700",(RM 3.26 per sq. ft.),Condominium  •  Built-up : 829 sq. ft.,2,2,1
"The Oval, KLCC","KLCC, Kuala Lumpur","RM 7,000",(RM 1.8 per sq. ft.),"Serviced Residence  •  Built-up : 3,897 sq. ft.  •  Partly furnished",3+1,5,2
"Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,600",(RM 2.99 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 871 sq. ft.  •  Fully furnished,3,2,2
"Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,800",(RM 3.21 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 871 sq. ft.  •  Fully furnished,3,2,2
"Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 2,300",(RM 2.7 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 852 sq. ft.  •  Fully furnished,2,2,2
"Sunway Mont Residences, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 5,500",(RM 3.42 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,609 sq. ft.  •  Fully furnished",4+1,3,2
"Sunway Mont Residences, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 5,500",(RM 3.42 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,609 sq. ft.  •  Fully furnished",4+1,4,2
"Pavilion Hilltop, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 5,500",(RM 3.01 per sq. ft.),"Condominium  •  Built-up : 1,830 sq. ft.  •  Fully furnished",4+1,2,4
"The Era, Dutamas","Dutamas, Kuala Lumpur","RM 2,200",(RM 2.49 per sq. ft.),Serviced Residence  •  Built-up : 883 sq. ft.  •  Fully furnished,2,2,2
"Pavilion Hilltop, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 11,500",(RM 4.16 per sq. ft.),"Condominium  •  Built-up : 2,767 sq. ft.  •  Fully furnished",4+1,4,3
"Skyluxe On The Park Bukit Jalil, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 3,000",(RM 2.77 per sq. ft.),"Serviced Residence | Corner lot  •  Built-up : 1,083 sq. ft.  •  Fully furnished",3,2,2
"Verve Suites, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 3,200",(RM 3.43 per sq. ft.),Serviced Residence | Corner lot  •  Built-up : 932 sq. ft.  •  Fully furnished,2,2,1
"Verve Suites, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 3,500",(RM 3.76 per sq. ft.),Serviced Residence  •  Built-up : 932 sq. ft.  •  Fully furnished,2,2,2
